Asset No.,SNo.,Capitalization Date,Quantity,BUn,Asset Description,ODep.Start,   Cum.acq.value,      Accum.dep.,    End book val,Life,Class,Asset Class Description,Cost Ctr,Cost Center Desc,Dept,Location,GL Account,GL Account Description,  Start book.val,   Trans.acq.val,         PlndDep,   Pld.unpl.dep., Sep.pln.ord.dep, Sep.cum.ord.dep, Sep.cum.acq.val,   Trns.ord.dep.
4292,0,12/31/2023,1,SET,"WRENCH, TORQUE RATCHET 7/16"" SOCKET 38NM",12/1/2023,"96,573.57","-20,924.57","75,649.00",005/000,10700040,FOH-Tools and equipment,25000,SHR POWER PLANT,SHR,SHR,164500,Tools and Equipment,1,0,0,0,0,"-225,999.00","226,000.00",0
4398,0,12/31/2024,1,PC,"BATTERY CHARGER,REGULATD 20A 220VAC 110VDC GENIKOS",1/1/2025,"147,500.00",0.00,"147,500.00",005/000,10700040,FOH-Tools and equipment,25000,SHR POWER PLANT,SHR,SHR,164500,Tools and Equipment,1,0,0,0,0,"-225,999.00","226,000.00",0
2681,0,9/12/1986,2,PC,Thermocouple PR,9/12/1986,"107,938.45","-107,937.45",1,005/000,10700040,FOH-Tools and equipment,20500,"SINTERING, COMMON",SNT,SINTER,164500,Tools and Equipment,1,0,0,0,0,"-225,999.00","226,000.00",0
2680,0,6/26/1989,1,PC,Wrench Power Single Drum Type MF-30,6/26/1989,"34,456.14","-34,455.14",1,005/000,10700040,FOH-Tools and equipment,20500,"SINTERING, COMMON",SNT,SINTER,164500,Tools and Equipment,"9,284.00",0,"-9,283.00",0,"-9,283.00","-547,923.07","557,207.07",0
2679,0,12/23/1992,1,PC,Bench Beam Weighing Scale 150 kg,12/23/1992,"25,909.09","-25,908.09",1,005/000,30700040,GEN-Tools and equipment,20500,"SINTERING, COMMON",SNT,SINTER,164500,Tools and Equipment,"360,000.00",0,"-359,999.00",0,"-359,999.00","-1,440,000.00","1,800,000.00",0
2678,0,12/31/1994,1,PC,Bench Grinder,12/31/1994,"4,318.18","-4,317.18",1,005/000,10700040,FOH-Tools and equipment,20500,"SINTERING, COMMON",SNT,SINTER,164500,Tools and Equipment,"37,711.00",0,"-20,570.00",0,"-20,570.00","-65,139.00","102,850.00",0
2677,0,8/8/1996,1,PC,"Threader,Pipe Rigid Drop Head Ratio",8/8/1996,"15,000.00","-14,999.00",1,005/000,10700040,FOH-Tools and equipment,20500,"SINTERING, COMMON",SNT,SINTER,164500,Tools and Equipment,"37,711.00",0,"-20,570.00",0,"-20,570.00","-65,139.00","102,850.00",0
2676,0,8/27/1996,1,PC,"Grinder,De Luxe Bench:Thickness=1",8/27/1996,"5,511.50","-5,510.50",1,005/000,10700040,FOH-Tools and equipment,20500,"SINTERING, COMMON",SNT,SINTER,164500,Tools and Equipment,"36,646.00",0,"-19,989.00",0,"-19,989.00","-63,299.00","99,945.00",0
2675,0,5/8/1997,3,PC,"Hoist,Electric,1-T,M:010L;3-Phase",5/8/1997,"134,545.45","-134,544.45",1,005/000,10700040,FOH-Tools and equipment,20500,"SINTERING, COMMON",SNT,SINTER,164500,Tools and Equipment,"102,486.00",0,"-39,672.00",0,"-39,672.00","-95,874.00","198,360.00",0
2674,0,12/27/1997,1,PC,"Pump Assy,Automa.Barrel;M:BA-23H-40",12/27/1997,"175,583.60","-175,582.60",1,005/000,10700040,FOH-Tools and equipment,20500,"SINTERING, COMMON",SNT,SINTER,164500,Tools and Equipment,"70,000.00",0,"-28,000.00",0,"-28,000.00","-70,000.00","140,000.00",0
2361,0,1/9/1998,1,PC,Calibrator Portable CA-100 255701-U3,1/9/1998,"78,796.65","-78,795.65",1,005/000,10700040,FOH-Tools and equipment,20500,"SINTERING, COMMON",SNT,SINTER,164500,Tools and Equipment,"42,594.00",0,"-16,488.00",0,"-16,488.00","-39,846.04","82,440.04",0
2362,0,1/9/1998,2,PC,Digital Multimeter Model 7544-02 M7P7090,1/9/1998,"53,079.89","-53,078.89",1,005/000,10700040,FOH-Tools and equipment,20500,"SINTERING, COMMON",SNT,SINTER,164500,Tools and Equipment,"115,910.00",0,"-43,467.00",0,"-43,467.00","-101,422.50","217,332.50",0
2673,0,7/6/1998,1,PC,Chain Block 2T Cap,7/6/1998,"5,890.91","-5,889.91",1,005/000,10700040,FOH-Tools and equipment,20500,"SINTERING, COMMON",SNT,SINTER,164500,Tools and Equipment,"53,923.00",0,"-17,975.00",0,"-17,975.00","-35,950.33","89,873.33",0
2672,0,7/11/1998,1,PC,HD Pipe Cutter #6-S Cap.4-6,7/11/1998,"17,227.27","-17,226.27",1,005/000,10700040,FOH-Tools and equipment,20500,"SINTERING, COMMON",SNT,SINTER,164500,Tools and Equipment,"178,544.00",0,"-51,013.00",0,"-51,013.00","-76,519.50","255,063.50",0
2671,0,8/1/2000,1,PC,Impact Wrench 1 Sq.Drv.1,8/1/2000,"52,886.36","-52,885.36",1,005/000,10700040,FOH-Tools and equipment,20500,"SINTERING, COMMON",SNT,SINTER,164500,Tools and Equipment,"623,333.00",0,"-170,000.00",0,"-170,000.00","-226,667.00","850,000.00",0
2670,0,10/7/2000,1,PC,Pipe Wrench 36L,10/7/2000,"7,863.64","-7,862.64",1,005/000,10700040,FOH-Tools and equipment,20500,"SINTERING, COMMON",SNT,SINTER,164500,Tools and Equipment,"90,315.00",0,"-23,561.00",0,"-23,561.00","-27,488.23","117,803.23",0
2271,0,5/28/2001,15,PC,Winches Totally Enclosed Single,6/1/2001,"75,556.32","-75,555.32",1,005/000,10700040,FOH-Tools and equipment,20500,"SINTERING, COMMON",SNT,SINTER,164500,Tools and Equipment,"826,474.00",0,"-211,015.00",0,"-211,015.00","-228,600.00","1,055,074.00",0
2266,0,10/20/2001,1,PC,Welding Machine Portable 300A,11/1/2001,"7,272.73","-7,271.73",1,005/000,10700040,FOH-Tools and equipment,20500,"SINTERING, COMMON",SNT,SINTER,164500,Tools and Equipment,"120,366.00",0,"-31,400.00",0,"-31,400.00","-36,634.00","157,000.00",0
2277,0,12/18/2002,2,PC,Chipping Hammer (Electric Type),1/1/2003,"31,943.64","-31,942.64",1,005/000,10700040,FOH-Tools and equipment,20500,"SINTERING, COMMON",SNT,SINTER,164500,Tools and Equipment,"193,276.00",0,"-46,386.00",0,"-46,386.00","-38,655.00","231,931.00",0
2302,0,3/25/2003,1,PC,Precision Flat Lever N0701,4/1/2003,"70,703.21","-70,702.21",1,005/000,10700040,FOH-Tools and equipment,20800,DUST TREATMENT,SNT,SINTER,164500,Tools and Equipment,"188,839.00",0,"-42,756.00",0,"-42,756.00","-24,941.00","213,780.00",0
2296,0,8/27/2003,1,PC,Sewing Machine NP-7A,9/1/2003,"25,000.00","-24,999.00",1,005/000,10700040,FOH-Tools and equipment,24000,"H/L PLANT, COMMON",SNT,HLM,164500,Tools and Equipment,"100,717.00",0,"-21,583.00",0,"-21,583.00","-7,195.28","107,912.28",0
2335,0,2/2/2006,1,PC,Industrial Vacuum Cleaner,2/1/2006,"25,000.00","-24,999.00",1,005/000,10700040,FOH-Tools and equipment,20500,"SINTERING, COMMON",SNT,SINTER,164500,Tools and Equipment,"152,000.00",0,"-32,000.00",0,"-32,000.00","-8,000.00","160,000.00",0
2343,0,11/9/2006,,,"Washer, High Pressure",11/1/2006,"47,800.00","-47,799.00",1,005/000,10700040,FOH-Tools and equipment,20800,DUST TREATMENT,SNT,SINTER,164500,Tools and Equipment,"94,964.00",0,"-19,315.00",0,"-19,315.00","-1,609.57","96,573.57",0
2342,0,11/24/2006,1,PC,Air Blower 12V,12/1/2006,"14,205.36","-14,204.36",1,005/000,10700040,FOH-Tools and equipment,20500,"SINTERING, COMMON",SNT,SINTER,164500,Tools and Equipment,"79,994.00",0,"-27,427.00",0,"-27,427.00","-2,285.90","82,279.90",0
2940,0,8/31/2012,1,PC,"DETECTOR, MULTI GAS, PORTABLE , MODEL:TETRA3 (SNT)",9/1/2012,"47,767.86","-47,766.86",1,005/000,10700040,FOH-Tools and equipment,20500,"SINTERING, COMMON",SNT,SINTER,164500,Tools and Equipment,"79,994.00",0,"-27,427.00",0,"-27,427.00","-2,285.90","82,279.90",0
3068,0,6/30/2013,1,UN,"TOOLS, VICTOR WELDING&CUTTING OUTFIT ASSY (SNT)",6/1/2013,"14,008.24","-14,007.24",1,005/000,10700040,FOH-Tools and equipment,20500,"SINTERING, COMMON",SNT,SINTER,164500,Tools and Equipment,"73,750.00",0,"-15,000.00",0,"-15,000.00","-1,250.00","75,000.00",0
3104,0,9/30/2013,1,UN,LIFTING TOOL - SIMPLEX HYDRAULIC JACK (MEC),10/1/2013,"18,050.00","-18,049.00",1,005/000,10700040,FOH-Tools and equipment,20500,"SINTERING, COMMON",SNT,SM,164500,Tools and Equipment,0,"82,133.93","-10,951.93",0,"-10,951.93",0,0,0
3105,0,9/30/2013,1,UN,LIFTING TOOL - SIMPLEX HYDRAULIC JACK (MEC),10/1/2013,"18,050.00","-18,049.00",1,005/000,10700040,FOH-Tools and equipment,20500,"SINTERING, COMMON",SNT,SM,164500,Tools and Equipment,0,"231,931.00","-69,579.00","-54,117.00","-15,462.00",0,0,0
3119,0,10/31/2013,1,SET,"SKIVER BELT FSK2, FLEXCO (MEC)",11/1/2013,"150,350.00","-150,349.00",1,005/000,10700040,FOH-Tools and equipment,20900,"CONVEYING, SINTERING",SNT,MECH,164500,Tools and Equipment,0,"109,658.93","-14,621.93",0,"-14,621.93",0,0,0
3120,0,10/31/2013,1,SET,"TOOL APPLICATOR-MSRT-48-AL, FLEXCO (MEC)",11/1/2013,"169,750.00","-169,749.00",1,005/000,10700040,FOH-Tools and equipment,20900,"CONVEYING, SINTERING",SNT,MECH,164500,Tools and Equipment,0,"96,030.00","-8,003.00",0,"-8,003.00",0,0,0
3178,0,3/31/2014,1,UN,"CUTTING OUTFIT ASSY, FOR OXY/ACE (SNT)",4/1/2014,"13,500.00","-13,499.00",1,005/000,10700040,FOH-Tools and equipment,20500,"SINTERING, COMMON",SNT,SINTER,164500,Tools and Equipment,0,"96,030.00","-8,003.00",0,"-8,003.00",0,0,0
3263,0,9/30/2014,1,UN,"GRASS CUTTER – 2-STROKE, MODEL TD40 (SNT)",9/1/2014,"13,500.00","-13,499.00",1,005/000,10700040,FOH-Tools and equipment,20500,"SINTERING, COMMON",SNT,SINTER,164500,Tools and Equipment,0,"62,852.68","-4,190.68",0,"-4,190.68",0,0,0
3269,0,9/30/2014,1,UN,"CUTTING OUTFIT ASSY FOR OXY/ACE, CIGWELD  (SNT)",10/1/2014,"13,000.00","-12,999.00",1,005/000,10700040,FOH-Tools and equipment,20500,"SINTERING, COMMON",SNT,SINTER,164500,Tools and Equipment,0,"387,319.00","-32,277.00",0,"-32,277.00",0,0,0
3388,0,5/31/2015,1,UN,"FLOWMETER, OVAL FLOWPET EG (ELE)",5/1/2015,"103,000.00","-102,999.00",1,005/000,10700040,FOH-Tools and equipment,20900,"CONVEYING, SINTERING",SNT,BC SNT,164500,Tools and Equipment,0,"2,515,909.80","-125,795.80",0,"-125,795.80",0,0,0
3393,0,5/31/2015,1,SET,"PYROMETER, PYROSPOT DG-54N (ELE)",6/1/2015,"407,190.00","-407,189.00",1,005/000,10700040,FOH-Tools and equipment,20900,"CONVEYING, SINTERING",SNT,BC SNT,164500,Tools and Equipment,0,"149,470.00","-7,474.00",0,"-7,474.00",0,0,0
3394,0,5/31/2015,1,SET,"PYROMETER, PYROSPOT DG-54N (ELE)",6/1/2015,"407,190.00","-407,190.00",0,005/000,10700040,FOH-Tools and equipment,20600,COOLING,SNT,COOLING,164500,Tools and Equipment,0,"74,300.00","-1,239.00",0,"-1,239.00",0,0,0
3405,0,6/30/2015,1,UN,CUTTING OUTFIT ASSY FOR OXY/ACE (SNT),6/1/2015,"13,287.50","-13,286.50",1,005/000,10700040,FOH-Tools and equipment,20500,"SINTERING, COMMON",SNT,SINTER,164500,Tools and Equipment,0,"74,300.00","-1,239.00",0,"-1,239.00",0,0,0
3447,0,8/31/2015,1,UN,"HAMMER, JACK ELECTRIC, BRAND – DEWALT (SNT)",8/1/2015,"19,600.00","-19,599.00",1,005/000,10700040,FOH-Tools and equipment,20500,"SINTERING, COMMON",SNT,SINTER,164500,Tools and Equipment,0,"147,500.00",0,0,0,0,0,0
3448,0,8/31/2015,1,UN,"HAMMER, JACK ELECTRIC, BRAND – DEWALT (SNT)",8/1/2015,"19,600.00","-19,599.00",1,005/000,10700040,FOH-Tools and equipment,20500,"SINTERING, COMMON",SNT,SINTER,164500,Tools and Equipment,0,"82,819.99","-4,140.99",0,"-4,140.99",0,0,0
3451,0,8/31/2015,1,UN,"DISC GRINDER, BRAND – MAKITA, MODEL - N9500N (SNT)",8/1/2015,"7,375.00","-7,374.00",1,005/000,10700040,FOH-Tools and equipment,20500,"SINTERING, COMMON",SNT,SINTER,164500,Tools and Equipment,0,"82,819.99","-4,140.99",0,"-4,140.99",0,0,0
3531,0,11/30/2015,1,UN,"LADDER FIBER GLASS EXTENSION, CRESTON (SNT)",12/1/2015,"10,875.00","-10,874.00",1,005/000,10700040,FOH-Tools and equipment,20500,"SINTERING, COMMON",SNT,SINTER,164500,Tools and Equipment,0,"82,819.99","-1,380.99",0,"-1,380.99",0,0,0
3535,0,12/31/2015,1,UN,"CALIPER, VERNIER 300MM, MITUTOYO  (SNT)",12/1/2015,"8,436.00","-8,435.00",1,005/000,10700040,FOH-Tools and equipment,20500,"SINTERING, COMMON",SNT,SINTER,164500,Tools and Equipment,0,"82,819.99","-1,380.99",0,"-1,380.99",0,0,0
3666,0,5/31/2017,1,UN,"JACK, HYDRAULIC, ENERPAC – MODEL No. RCH-306 (MEC)",5/1/2017,"109,183.20","-109,182.20",1,005/000,10700040,FOH-Tools and equipment,20600,COOLING,SNT,MECH,164500,Tools and Equipment,0,"82,819.99","-1,380.99",0,"-1,380.99",0,0,0
3667,0,5/31/2017,1,UN,"JACK, HYDRAULIC, ENERPAC – MODEL No. RCH-306 (MEC)",5/1/2017,"109,183.20","-109,182.20",1,005/000,10700040,FOH-Tools and equipment,20600,COOLING,SNT,MECH,164500,Tools and Equipment,0,"82,819.99","-1,380.99",0,"-1,380.99",0,0,0
3668,0,5/31/2017,1,UN,"JACK, HYDRAULIC, ENERPAC – MODEL No. RCH-306 (MEC)",5/1/2017,"109,183.20","-109,182.20",1,005/000,10700040,FOH-Tools and equipment,20600,COOLING,SNT,MECH,164500,Tools and Equipment,0,"82,819.99","-1,380.99",0,"-1,380.99",0,0,0
3669,0,5/31/2017,1,UN,"JACK, HYDRAULIC, ENERPAC – MODEL No. RCH-306 (MEC)",5/1/2017,"109,183.20","-109,182.20",1,005/000,10700040,FOH-Tools and equipment,20600,COOLING,SNT,MECH,164500,Tools and Equipment,0,"82,819.99","-1,380.99",0,"-1,380.99",0,0,0
3771,0,6/30/2018,1,UN,AIR LEAK VIEWER EQUIPMENT MODEL:MK-750,6/1/2018,"478,978.43","-478,977.43",1,005/000,10700040,FOH-Tools and equipment,20500,"SINTERING, COMMON",SNT,SINTER,164500,Tools and Equipment,0,"82,819.99","-1,380.99",0,"-1,380.99",0,0,0
4077,0,9/30/2021,1,SET,MOISTURE ANALYZER (METTLERTOLEDO)HC1013/01@ SNT-OC,9/1/2021,"217,332.50","-144,889.50","72,443.00",005/000,10700040,FOH-Tools and equipment,20500,"SINTERING, COMMON",SNT,SINTER,164500,Tools and Equipment,0,"82,819.99","-1,380.99",0,"-1,380.99",0,0,0
4139,0,7/31/2022,1,SET,MOISTURE ANALYZER (METTLERTOLEDO)HC1013/01@ CFW,7/1/2022,"255,063.50","-127,532.50","127,531.00",005/000,10700040,FOH-Tools and equipment,20500,"SINTERING, COMMON",SNT,BH,164500,Tools and Equipment,0,"82,819.99","-1,380.99",0,"-1,380.99",0,0,0
4365,0,8/31/2024,1,PC,INFRARED SENSOR; FLUKE THERMALERT 4.0 PYROMETER,7/1/2023,"231,931.00","-69,579.00","162,352.00",005/000,10700040,FOH-Tools and equipment,20600,COOLING,SNT,COOLING,164500,Tools and Equipment,0,"420,180.00","-7,003.00",0,"-7,003.00",0,0,0
2408,0,11/18/1988,1,PC,Hydraulic Jack 5 ton cap.,11/18/1988,"2,209.00","-2,208.00",1,005/000,30700040,GEN-Tools and equipment,13300,SUPPLY MATERIAL,SUMA,WHSE,164500,Tools and Equipment,0,"420,180.00","-7,003.00",0,"-7,003.00",0,0,0
